Frame Number,Number of Clusters
0,1
1,0
2,1
3,1
4,0
5,0
6,1
7,1
8,1
9,0
10,0
11,0
12,1
13,1
14,1
15,1
16,2
17,1
18,1
19,2
20,1
21,1
22,1
23,1
24,1
25,1
26,1
27,2
28,0
29,1
30,0
31,0
32,0
33,1
34,1
35,2
36,1
37,2
38,3
39,2
40,2
41,2
42,3
43,2
44,2
45,1
46,2
47,2
48,3
49,3
50,1
51,1
52,2
53,2
54,2
55,1
56,1
57,1
58,1
59,2
60,1
61,1
62,2
63,2
64,1
65,1
66,1
67,1
68,2
69,1
70,1
71,1
72,1
73,3
74,1
75,2
76,2
77,2
78,3
79,3
80,3
81,4
82,4
83,3
84,2
85,3
86,3
87,1
88,3
89,3
90,3
91,3
92,4
93,5
94,4
95,4
96,3
97,3
98,3
99,3
100,3
101,3
102,3
103,3
104,3
105,3
106,4
107,4
108,3
109,2
110,2
111,4
112,2
113,3
114,3
115,4
116,3
117,3
118,3
119,2
120,2
121,2
122,3
123,3
124,3
125,3
126,4
127,2
128,2
129,3
130,3
131,4
132,4
133,3
134,4
135,4
136,4
137,4
138,4
139,4
140,4
141,4
142,4
143,4
144,4
145,4
146,4
147,4
148,5
149,5
150,4
151,3
152,2
153,4
154,3
155,2
156,3
157,2
158,2
159,3
160,4
161,4
162,4
163,4
164,5
165,5
166,4
167,4
168,3
169,4
170,4
171,4
172,4
173,4
174,3
175,3
176,3
177,3
178,3
179,3
180,3
181,3
182,4
183,3
184,3
185,3
186,3
187,3
188,3
189,2
190,3
191,2
192,3
193,3
194,3
195,3
196,3
197,3
198,5
199,3
200,4
201,4
202,3
203,4
204,4
205,4
206,3
207,3
208,3
209,3
210,4
211,4
212,4
213,3
214,3
215,3
216,3
217,3
218,2
219,3
220,3
221,2
222,3
223,2
224,2
225,2
226,3
227,2
228,3
229,2
230,3
231,3
232,2
233,2
234,3
235,2
236,2
237,2
238,2
239,2
240,2
241,2
242,2
243,2
244,2
245,2
246,2
247,2
248,2
249,2
250,2
251,2
252,2
253,2
254,2
255,2
256,2
257,3
258,2
259,2
260,2
261,2
262,2
263,2
264,2
265,2
266,2
267,2
268,3
269,2
270,2
271,2
272,2
273,3
274,3
275,4
276,4
277,3
278,3
279,4
280,3
281,3
282,3
283,3
284,3
285,2
286,3
287,3
288,3
289,4
290,4
291,4
292,4
293,4
294,4
295,4
296,4
297,4
298,4
299,4
300,4
301,5
302,5
303,4
304,4
305,4
306,4
307,3
308,4
309,4
310,4
311,4
312,4
313,4
314,4
315,4
316,5
317,5
318,5
319,5
320,5
321,5
322,5
323,5
324,5
325,5
326,5
327,5
328,5
329,5
330,5
331,4
332,5
333,5
334,5
335,5
336,5
337,5
338,5
339,5
340,5
341,5
342,5
343,5
344,5
345,5
346,4
347,5
348,5
349,5
350,5
351,5
352,5
353,5
354,5
355,5
356,5
357,5
358,5
359,5
360,5
361,5
362,5
363,5
364,5
365,5
366,5
367,5
368,5
369,5
370,5
371,5
372,5
373,5
374,5
375,4
376,5
377,5
378,5
379,5
380,5
381,5
382,4
383,4
384,4
385,5
386,4
387,4
388,5
389,5
390,5
391,5
392,5
393,5
394,5
395,5
396,5
397,5
398,5
399,5
400,5
401,5
402,5
403,5
404,5
405,5
406,5
407,5
408,5
409,5
410,5
411,5
412,5
413,5
414,5
415,4
416,5
417,4
418,4
419,4
420,4
421,4
422,4
423,4
424,4
425,4
426,4
427,4
428,4
429,4
430,4
431,4
432,4
433,4
434,4
435,4
436,4
437,4
438,4
439,4
440,4
441,4
442,4
443,4
444,4
445,4
446,4
447,4
448,4
449,4
450,4
451,4
452,4
453,4
454,4
455,4
456,4
457,4
458,4
459,4
460,4
461,4
462,4
463,4
464,4
465,4
466,4
467,4
468,4
469,4
470,4
471,4
472,4
473,4
474,4
475,4
476,4
477,4
478,4
479,4
480,4
481,4
482,4
483,4
484,4
485,4
486,4
487,4
488,4
489,4
490,4
491,4
492,4
493,4
494,4
495,4
496,4
497,4
498,4
499,4
500,4
501,4
502,4
503,4
504,4
505,4
506,3
507,3
508,3
509,4
510,4
511,3
512,3
513,3
514,3
515,3
516,3
517,3
518,3
519,3
520,3
521,3
522,3
523,3
524,3
525,3
526,3
527,3
528,3
529,3
530,3
531,3
532,3
533,3
534,3
535,3
536,3
537,3
538,3
539,3
540,3
541,3
542,3
543,3
544,3
545,3
546,3
547,3
548,3
549,3
550,3
551,3
552,3
553,3
554,3
555,3
556,3
557,3
558,3
559,3
560,3
561,3
562,3
563,3
564,3
565,3
566,3
567,3
568,3
569,3
570,3
571,3
572,3
573,3
574,3
575,3
576,3
577,3
578,3
579,3
580,3
581,3
582,3
583,3
584,3
585,3
586,3
587,3
588,3
589,3
590,3
591,3
592,3
593,3
594,3
595,3
596,3
597,3
598,3
599,3
600,3
601,3
602,3
603,3
604,3
605,3
606,3
607,3
608,3
609,3
610,3
611,3
612,3
613,3
614,3
615,3
616,3
617,3
618,3
619,3
620,3
621,3
622,3
623,3
624,2
625,2
626,2
627,2
628,2
629,3
630,3
631,2
632,3
633,2
634,2
635,3
636,3
637,3
638,3
639,3
640,3
641,3
642,3
643,3
644,3
645,2
646,2
647,3
648,2
649,2
650,2
651,2
652,2
653,2
654,2
655,2
656,2
657,2
658,2
659,2
660,2
661,2
662,2
663,2
664,2
665,2
666,2
667,2
668,3
669,3
670,2
671,2
672,3
673,2
674,2
675,3
676,3
677,3
678,3
679,3
680,3
681,3
682,3
683,3
684,2
685,2
686,2
687,2
688,3
689,3
690,2
691,2
692,3
693,2
694,2
695,2
696,3
697,2
698,3
699,3
700,3
701,3
702,3
703,3
704,3
705,2
706,3
707,3
708,3
709,3
710,3
711,3
712,3
713,1
714,2
715,3
716,4
717,4
718,2
719,2
720,2
721,2
722,2
723,2
724,3
725,3
726,2
727,3
728,2
729,3
730,2
731,1
732,2
733,2
734,1
735,1
736,2
737,3
738,2
739,2
740,2
741,3
742,3
743,3
744,3
745,2
746,2
747,3
748,2
749,2
750,2
751,2
752,2
753,2
754,2
755,2
756,2
757,2
758,2
759,2
760,2
761,2
762,2
763,2
764,2
765,2
766,2
767,2
768,2
769,2
770,2
771,2
772,2
773,2
774,2
775,2
776,2
777,2
778,2
779,2
780,2
781,2
782,2
783,2
784,2
785,2
786,2
787,2
788,3
789,2
790,3
791,2
792,2
793,2
794,2
795,2
796,2
797,3
798,3
799,2
800,3
801,3
802,3
803,3
804,3
805,2
806,3
807,2
808,3
809,3
810,2
811,3
812,2
813,2
814,2
815,3
816,3
817,2
818,2
819,2
820,2
821,2
822,2
823,2
824,2
825,2
826,3
827,2
828,3
829,2
830,2
831,2
832,2
833,2
834,2
835,2
836,2
837,2
838,2
839,2
840,2
841,2
842,2
843,2
844,2
845,2
846,2
847,2
848,2
849,2
850,2
851,2
852,3
853,2
854,2
855,3
856,3
857,3
858,2
859,2
860,2
861,2
862,2
863,2
864,2
865,2
866,2
867,2
868,2
869,2
870,2
871,2
872,2
873,2
874,2
875,2
876,2
877,2
878,2
879,2
880,2
881,2
882,2
883,2
884,2
885,2
886,2
887,2
888,2
889,2
890,2
891,2
892,2
893,2
894,2
895,2
896,2
897,2
898,2
899,2
900,2
901,2
902,2
903,2
904,1
905,2
906,2
907,1
908,1
909,1
910,1
911,1
912,1
913,1
914,1
915,1
916,1
917,1
918,2
919,2
920,2
921,2
922,2
923,1
924,1
925,1
926,1
927,1
928,1
929,1
930,1
931,1
932,1
933,1
934,1
935,1
936,1
937,1
938,1
939,1
940,2
941,1
942,1
943,1
944,1
945,1
946,1
947,1
948,1
949,1
950,1
951,1
952,2
953,1
954,1
955,2
956,1
957,1
958,1
959,1
960,1
961,1
962,1
963,1
964,1
965,1
966,2
967,1
968,1
969,1
970,1
971,1
972,1
973,1
974,1
975,1
976,1
977,1
978,1
979,1
980,1
981,1
982,1
983,1
984,1
985,1
986,1
987,1
988,1
989,1
990,1
991,1
992,1
993,1
994,1
995,1
996,1
997,1
998,1
999,1
1000,1
1001,1
1002,1
1003,1
1004,1
1005,1
1006,1
1007,1
1008,1
1009,1
1010,1
1011,1
1012,1
1013,1
1014,1
1015,1
1016,1
1017,1
1018,1
1019,1
1020,1
1021,1
1022,1
1023,1
1024,1
1025,1
1026,1
1027,1
1028,1
1029,1
1030,1
1031,1
1032,1
1033,1
1034,1
1035,1
1036,1
1037,1
1038,1
1039,1
1040,1
1041,1
1042,1
1043,1
1044,1
1045,1
1046,1
1047,1
1048,1
1049,1
1050,1
1051,1
1052,1
1053,1
1054,1
1055,1
1056,1
1057,1
1058,1
1059,1
1060,1
1061,1
1062,1
1063,1
1064,1
1065,1
1066,1
1067,1
1068,1
1069,1
1070,1
1071,1
1072,1
1073,1
1074,1
1075,1
1076,1
1077,1
1078,1
1079,1
1080,1
1081,1
1082,1
1083,1
1084,1
1085,1
1086,1
1087,1
1088,1
1089,1
1090,1
1091,1
1092,1
1093,1
1094,1
1095,1
1096,1
1097,1
1098,1
1099,1
1100,1
1101,1
1102,1
1103,1
1104,1
1105,1
1106,1
1107,1
1108,1
1109,1
1110,1
1111,1
1112,1
1113,1
1114,1
1115,1
1116,1
1117,1
1118,1
1119,1
1120,1
1121,1
1122,1
1123,1
1124,1
1125,1
1126,1
1127,1
1128,1
1129,1
1130,1
1131,1
1132,1
1133,1
1134,1
1135,1
1136,1
1137,1
1138,1
1139,1
1140,1
1141,1
1142,1
1143,1
1144,1
1145,1
1146,1
1147,1
1148,1
1149,1
1150,1
1151,1
1152,1
1153,1
1154,1
1155,1
1156,1
1157,1
1158,1
1159,1
1160,1
1161,1
1162,1
1163,1
1164,1
1165,1
1166,1
1167,1
1168,1
1169,1
1170,1
1171,1
1172,1
1173,1
1174,1
1175,1
1176,1
1177,1
1178,1
1179,1
1180,1
1181,1
1182,1
1183,1
1184,1
1185,1
1186,1
1187,1
1188,1
1189,1
1190,1
1191,1
1192,1
1193,1
1194,1
1195,1
1196,1
1197,1
1198,1
1199,1
1200,1
1201,1
1202,1
1203,1
1204,1
1205,1
1206,1
1207,1
1208,1
1209,1
1210,1
1211,1
1212,1
1213,1
1214,1
1215,1
1216,1
1217,1
1218,1
1219,1
1220,1
1221,1
1222,1
1223,1
1224,1
1225,1
1226,1
1227,1
1228,1
