Frame Number,Number of Clusters
0,42
1,41
2,39
3,40
4,42
5,39
6,40
7,36
8,37
9,37
10,36
11,36
12,35
13,34
14,36
15,35
16,36
17,36
18,36
19,36
20,36
21,36
22,36
23,35
24,36
25,36
26,35
27,35
28,35
29,35
30,34
31,36
32,35
33,35
34,35
35,35
36,36
37,37
38,35
39,35
40,35
41,35
42,36
43,36
44,36
45,36
46,36
47,36
48,36
49,36
50,35
51,34
52,34
53,33
54,35
55,35
56,35
57,35
58,35
59,35
60,35
61,35
62,35
63,34
64,35
65,35
66,35
67,34
68,34
69,34
70,34
71,33
72,33
73,32
74,33
75,33
76,32
77,33
78,31
79,31
80,31
81,31
82,31
83,31
84,31
85,31
86,31
87,32
88,32
89,32
90,33
91,33
92,33
93,33
94,33
95,33
96,32
97,33
98,33
99,33
100,33
101,33
102,32
103,32
104,33
105,33
106,32
107,31
108,32
109,31
110,31
111,32
112,32
113,29
114,31
115,32
116,31
117,30
118,30
119,30
120,30
121,29
122,29
123,30
124,29
125,29
126,30
127,30
128,28
129,30
130,29
131,29
132,27
133,28
134,27
135,26
136,27
137,26
138,26
139,27
140,27
141,26
142,27
143,26
144,26
145,27
146,29
147,29
148,29
149,28
150,29
151,29
152,29
153,29
154,30
155,28
156,29
157,28
158,28
159,28
160,27
161,29
162,27
163,27
164,26
165,26
166,26
167,25
168,25
169,27
170,25
171,24
172,24
173,25
174,26
175,26
176,26
177,26
178,27
179,27
180,27
181,28
182,28
183,27
184,26
185,27
186,27
187,27
188,26
189,25
190,25
191,27
192,26
193,27
194,28
195,27
196,26
197,27
198,27
199,27
200,27
201,28
202,27
203,26
204,28
205,27
206,26
207,26
208,27
209,28
210,27
211,26
212,28
213,27
214,26
215,28
216,26
217,26
218,27
219,25
220,26
221,27
222,27
223,27
224,27
225,27
226,25
227,26
228,26
229,26
230,26
231,25
232,27
233,27
234,27
235,27
236,27
237,26
238,25
239,25
240,23
241,24
242,23
243,23
244,24
245,23
246,25
247,25
248,22
249,22
250,22
251,22
252,22
253,22
254,23
255,23
256,23
257,23
258,22
259,23
260,23
261,22
262,22
263,23
264,23
265,24
266,22
267,23
268,23
269,24
270,22
271,21
272,20
273,22
274,22
275,22
276,21
277,21
278,21
279,19
280,20
281,21
282,20
283,20
284,19
285,20
286,19
287,18
288,18
289,18
290,19
291,18
292,18
293,20
294,20
295,22
296,20
297,18
298,20
299,21
300,20
301,20
302,20
303,19
304,19
305,20
306,21
307,21
308,21
309,21
310,21
311,21
312,20
313,20
314,20
315,18
316,18
317,17
318,18
319,16
320,17
321,19
322,14
323,16
324,15
325,15
326,17
327,16
328,14
