Distance (Å),Window 1,Window 2,Window 3,Window 4
235.5,0.009007263875557094,0.01205289577367242,0.0004444041799410295,0.00011707274433000996
236.5,0.007876755689388242,0.010520228890493434,0.0003346792600553644,9.070450148149509e-05
237.5,0.006865840753915847,0.009188770328738435,0.00023190019566939846,7.31175381648889e-05
238.5,0.005762952217167126,0.007874429257020178,0.00016913293668666723,5.0747024007338036e-05
239.5,0.0048429069421147865,0.006687967241729125,0.0001225008903176101,3.91563129475834e-05
240.5,0.003999439476367765,0.00567377907118694,8.641313684559699e-05,2.7551127754458574e-05
241.5,0.0032178006445245334,0.0047267681184351255,6.366403862536303e-05,1.952642414420615e-05
242.5,0.0025591299931299353,0.0039017241884889893,4.632960573142574e-05,1.412083293931116e-05
243.5,0.0019624823643149057,0.003143061712856656,2.9610648052044586e-05,7.936217132708877e-06
244.5,0.0014933214011762137,0.0025500382306047832,2.3283475896449473e-05,5.8208909262293765e-06
245.5,0.0010939644500812062,0.001964650531166509,1.5811640552050266e-05,2.8867834357447903e-06
246.5,0.000767836442762302,0.0014833400899693058,1.1063128638846524e-05,1.8872467086384118e-06
247.5,0.0005354675897888156,0.001063949076803584,7.810842069084793e-06,9.68289858588125e-07
248.5,0.0003657611887030896,0.0007260980378222863,4.674476401584806e-06,3.201708239956405e-07
249.5,0.00021348471406468187,0.00045815225837689077,3.874820934624632e-06,0.0
250.5,0.00011231714675284785,0.0002459337290209791,1.638403226509689e-06,0.0
251.5,4.7744963309156505e-05,0.00010251864982739273,4.3760771783745453e-07,0.0
252.5,9.547906217721025e-06,2.3752592727336836e-05,2.480847922146501e-07,0.0
253.5,1.230224187502325e-07,7.38346696864993e-07,0.0,0.0
254.5,0.0,0.0,0.0,0.0
255.5,0.0,0.0,0.0,0.0
256.5,0.0,0.0,0.0,0.0
257.5,0.0,0.0,0.0,0.0
258.5,0.0,0.0,0.0,0.0
259.5,0.0,0.0,0.0,0.0
260.5,0.0,0.0,0.0,0.0
261.5,0.0,0.0,0.0,0.0
262.5,0.0,0.0,0.0,0.0
263.5,0.0,0.0,0.0,0.0
264.5,0.0,0.0,0.0,0.0
265.5,0.0,0.0,0.0,0.0
266.5,0.0,0.0,0.0,0.0
267.5,0.0,0.0,0.0,0.0
268.5,0.0,0.0,0.0,0.0
269.5,0.0,0.0,0.0,0.0
270.5,0.0,0.0,0.0,0.0
271.5,0.0,0.0,0.0,0.0
272.5,0.0,0.0,0.0,0.0
273.5,0.0,0.0,0.0,0.0
274.5,0.0,0.0,0.0,0.0
275.5,0.0,0.0,0.0,0.0
276.5,0.0,0.0,0.0,0.0
277.5,0.0,0.0,0.0,0.0
278.5,0.0,0.0,0.0,0.0
279.5,0.0,0.0,0.0,0.0
280.5,0.0,0.0,0.0,0.0
281.5,0.0,0.0,0.0,0.0
282.5,0.0,0.0,0.0,0.0
283.5,0.0,0.0,0.0,0.0
284.5,0.0,0.0,0.0,0.0
285.5,0.0,0.0,0.0,0.0
286.5,0.0,0.0,0.0,0.0
287.5,0.0,0.0,0.0,0.0
288.5,0.0,0.0,0.0,0.0
289.5,0.0,0.0,0.0,0.0
290.5,0.0,0.0,0.0,0.0
291.5,0.0,0.0,0.0,0.0
292.5,0.0,0.0,0.0,0.0
293.5,0.0,0.0,0.0,0.0
294.5,0.0,0.0,0.0,0.0
295.5,0.0,0.0,0.0,0.0
296.5,0.0,0.0,0.0,0.0
297.5,0.0,0.0,0.0,0.0
298.5,0.0,0.0,0.0,0.0
299.5,0.0,0.0,0.0,0.0
