Distance (Å),Window 1,Window 2,Window 3,Window 4
237.5,0.010560672495065263,0.03353994681639151,0.018674596281843064,0.003962265822995304
238.5,0.009173984569868404,0.02961934963923608,0.01568900248548256,0.0033533911539141326
239.5,0.007916374027598178,0.025741142401822077,0.013105500929730018,0.002830943882925934
240.5,0.006749086286818208,0.02206484055443297,0.010765018462874539,0.0023652394563839297
241.5,0.005679800050393185,0.01881865809377596,0.00875737383810051,0.001896087890567226
242.5,0.004688623795732963,0.01572998841818129,0.00704935420360817,0.0015418211893723083
243.5,0.003831269594638425,0.012957867221309363,0.005519199227767074,0.0012311675625899202
244.5,0.003061299080187536,0.010386588123548292,0.004288061034367373,0.0009559090534076737
245.5,0.002404678519180571,0.00815495018334512,0.00327639506460122,0.0007184528545274307
246.5,0.0017816380913900213,0.006182662029900204,0.0023754425562801454,0.0005390354975946239
247.5,0.001291717852395118,0.004489962057771824,0.0016800788364133186,0.0003771505938742538
248.5,0.0008716385627319883,0.003069119272326835,0.0011254423859431077,0.0002637740838116111
249.5,0.0005517523701528066,0.0019256902395758107,0.0006851694806219748,0.00016372616970213006
250.5,0.0002933902597146127,0.0010579241993635656,0.000367547460687599,8.175530962936545e-05
251.5,0.00012566648188053943,0.0004476370886623444,0.0001571962309954173,3.518986336019997e-05
252.5,3.030726713047719e-05,0.00010258437428522989,3.345690439808111e-05,9.263845994002123e-06
253.5,2.277926399216234e-07,1.898817677172916e-06,8.355334583455092e-07,1.5191574715904225e-07
254.5,0.0,0.0,0.0,0.0
255.5,0.0,0.0,0.0,0.0
256.5,0.0,0.0,0.0,0.0
257.5,0.0,0.0,0.0,0.0
258.5,0.0,0.0,0.0,0.0
259.5,0.0,0.0,0.0,0.0
260.5,0.0,0.0,0.0,0.0
261.5,0.0,0.0,0.0,0.0
262.5,0.0,0.0,0.0,0.0
263.5,0.0,0.0,0.0,0.0
264.5,0.0,0.0,0.0,0.0
265.5,0.0,0.0,0.0,0.0
266.5,0.0,0.0,0.0,0.0
267.5,0.0,0.0,0.0,0.0
268.5,0.0,0.0,0.0,0.0
269.5,0.0,0.0,0.0,0.0
270.5,0.0,0.0,0.0,0.0
271.5,0.0,0.0,0.0,0.0
272.5,0.0,0.0,0.0,0.0
273.5,0.0,0.0,0.0,0.0
274.5,0.0,0.0,0.0,0.0
275.5,0.0,0.0,0.0,0.0
276.5,0.0,0.0,0.0,0.0
277.5,0.0,0.0,0.0,0.0
278.5,0.0,0.0,0.0,0.0
279.5,0.0,0.0,0.0,0.0
280.5,0.0,0.0,0.0,0.0
281.5,0.0,0.0,0.0,0.0
282.5,0.0,0.0,0.0,0.0
283.5,0.0,0.0,0.0,0.0
284.5,0.0,0.0,0.0,0.0
285.5,0.0,0.0,0.0,0.0
286.5,0.0,0.0,0.0,0.0
287.5,0.0,0.0,0.0,0.0
288.5,0.0,0.0,0.0,0.0
289.5,0.0,0.0,0.0,0.0
290.5,0.0,0.0,0.0,0.0
291.5,0.0,0.0,0.0,0.0
292.5,0.0,0.0,0.0,0.0
293.5,0.0,0.0,0.0,0.0
294.5,0.0,0.0,0.0,0.0
295.5,0.0,0.0,0.0,0.0
296.5,0.0,0.0,0.0,0.0
297.5,0.0,0.0,0.0,0.0
298.5,0.0,0.0,0.0,0.0
299.5,0.0,0.0,0.0,0.0
